vehicle_length_m,footway_length_m,footway_ratio,signal_count,crossing_count,vehicle_intersection_count,vehicle_footway_intersection_count,signal_nearest_m,crossing_nearest_m,primary_ratio,secondary_ratio,tertiary_ratio,residential_ratio,service_ratio,unclassified_ratio,trunk_ratio,cell_id,accident_count
0.0,633.2934479009839,633.2934479009839,0,0,0,0,746.9049455157143,1888.8826675529367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25074_7946,0
1797.0659307697156,481.65924740922253,0.2678762992873315,0,0,11,6,394.9078098184632,1509.2269609530956,0.0,0.0,0.0,0.19034244705349984,0.046086768678669954,0.4091783451628338,0.3538362859724064,500m_25074_7947,0
628.169515948422,330.7850112173498,0.5257486302697266,0,0,0,0,505.7617978455639,1220.414659218172,0.0,0.0,0.0,0.0,0.0,0.7874896875359897,0.21092091568833748,500m_25074_7948,0
1606.2369898365512,1655.2311896224219,1.0298613086242816,0,0,1,1,925.9565061862256,1085.3121301785638,0.0,0.0,0.0,0.0,0.0,0.9993778142201035,0.0,500m_25074_7949,0
284.55354817727886,569.7650636331377,1.9953002414783976,0,0,1,1,1198.6357572333518,1164.4335437990828,0.0,0.0,0.0,0.0,0.3303432524301626,0.666154777426643,0.0,500m_25074_7950,0
221.90633887484375,1113.4578553460692,4.995182554997897,0,0,2,1,1520.6385808443927,1426.7677347548174,0.0,0.9955138108451843,0.0,0.0,0.0,0.0,0.0,500m_25074_7951,0
0.0,114.65053064017191,114.65053064017191,0,0,0,0,1656.2030160603513,2608.975013483405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25075_7944,0
0.0,685.8808183844362,685.8808183844362,0,0,0,0,1155.3311180664411,2124.4226589295636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25075_7945,0
0.0,1546.1778311611797,1546.1778311611797,0,0,0,0,654.4686334505843,1649.6515640993616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25075_7946,0
1848.8369031213972,68.60996227732589,0.03708973594458738,2,0,15,1,153.7076113973312,1196.363894668789,0.0,0.1432915953937741,0.0,0.34802582889300104,0.0,0.25405119111033125,0.2540907964038399,500m_25075_7947,1
1246.9548486085657,1493.3354178367947,1.1966261595936916,0,0,4,4,347.3909976749463,801.8606427349564,0.0,0.0,0.0,0.04719627952307403,0.0,0.706945482252678,0.2450569271823343,500m_25075_7948,0
839.6710416367063,146.74970646316916,0.17456258059925733,0,0,2,2,525.9795705496485,587.1980743906408,0.0,0.0,0.0,0.0,0.1459458766772019,0.8528645973959232,0.0,500m_25075_7949,0
559.8293374505414,0.0,0.0,0,0,0,0,814.2169499517131,723.0849821471053,0.0,0.4401130029818931,0.0,0.0,0.1214038541417737,0.43670006925085936,0.0,500m_25075_7950,0
752.8331051093588,26.58140301450787,0.03526165517850492,0,0,0,0,1223.9444909639726,1096.6584886277267,0.0,0.6262728491806845,0.0,0.37240059724502667,0.0,0.0,0.0,500m_25075_7951,0
0.0,762.6234925514258,762.6234925514258,0,0,0,0,1728.1317238550926,2541.7823575637212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25076_7944,0
0.0,0.0,0.0,0,0,0,0,1256.2670970059073,2041.3471493666293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500m_25076_7945,0
87.28064150896729,600.3324510980576,6.800272866583979,0,0,1,2,819.5928378620772,1541.1996798038595,0.0,0.0,0.0,0.0,0.5906477018726608,0.39802478642254013,0.0,500m_25076_7946,0
