cell_id,n_points,sightline_mean_of_mean,sightline_mean_of_min,sightline_worst_min,sightline_mean_of_std,sightline_mean_open_fraction
500m_25183_7905,8,20.1062916225686,5.458234733871741,2.5460184873560925,13.717329642654565,0.375
500m_25216_7938,8,20.089282648679532,7.677891310798871,2.6467864374549355,12.402549994416603,0.3576388888888889
500m_25208_7934,8,18.432043387325393,4.598830886350302,2.411041402256392,13.276877069322705,0.3402777777777778
500m_25179_7907,8,19.191585018796133,5.1365835680882155,3.0053320460473816,13.798440165044518,0.3472222222222222
500m_25166_7937,8,21.25694046371246,4.577098762916891,3.081604376474245,14.734430700727284,0.4097222222222222
500m_25209_7935,8,14.164426895655101,3.5120483055717604,1.753224425449118,12.123849257964078,0.24305555555555558
500m_25182_7918,8,16.432227176010535,4.238954981911248,2.1432176657835953,12.716086728348806,0.3090277777777778
500m_25201_7931,8,18.592932876799292,5.323384161758384,1.492547131732863,13.287119505760492,0.3506944444444444
500m_25193_7927,8,29.426354049665797,12.760772025460824,2.763308557455275,11.509763861841087,0.6215277777777778
500m_25194_7892,8,23.3797332154421,11.073498017285878,0.0,8.583010372680508,0.5138888888888888
500m_25212_7940,8,18.541131280290823,5.184921589084347,1.7215756499434889,12.447057096888694,0.35416666666666663
500m_25171_7908,8,19.24267012556068,4.615083940895994,2.2530467604253523,14.440071806187014,0.3715277777777778
500m_25174_7913,8,18.558366280764723,4.331812673576005,2.4919452004762697,13.535038568394306,0.34375
500m_25186_7924,8,25.650476324672002,8.36098304293644,2.5818583855123682,12.747357278790536,0.5451388888888888
500m_25185_7928,8,16.689400246392054,5.083327953398957,1.098770875960643,13.059097214460017,0.2847222222222222
500m_25204_7941,8,29.478249464979562,8.2050885730596,2.9804442078997275,14.911485886868089,0.6041666666666667
500m_25196_7937,8,18.734291031190523,3.8438084942204735,1.308178827370892,13.198056770145355,0.3263888888888889
500m_25175_7914,8,18.12913687472642,4.163137117897495,1.9193892679809974,13.686628495219907,0.3194444444444444
500m_25216_7915,8,27.56901271674503,6.007341749649075,2.3067589402224176,16.04714202687909,0.576388888888889
500m_25167_7910,8,33.888295401752536,9.3263904209841,4.7106468631109335,16.395463816534672,0.6944444444444444
500m_25178_7925,8,15.012125602273992,3.9696527567560875,1.5648517758202638,12.280493363593973,0.2534722222222222
500m_25197_7938,8,46.409731909323924,34.872436376840135,3.394323252766784,5.043380523478337,0.9444444444444444
500m_25189_7934,8,15.35621784474491,4.385851573145055,1.5030958384204782,11.161603875181779,0.21875
500m_25190_7899,8,21.11327652903244,5.542198616694217,2.2717817707745693,14.121799590759736,0.4027777777777778
500m_25212_7917,8,44.62815950002619,32.086024255306214,9.48786126697828,6.064755640459905,0.8923611111111112
500m_25170_7920,8,19.54762359883705,6.358854467455152,2.536900077718781,12.951269597398309,0.36111111111111105
500m_25182_7931,8,18.665211237149336,6.001441242319844,2.853732387030378,12.449942712334149,0.3506944444444444
500m_25215_7928,8,18.6120486373639,3.2068363109597056,1.0145267933803552,12.719312080557316,0.3611111111111111
500m_25186_7901,8,21.643070466700895,4.374837331642563,2.9153916634880894,15.948321358041024,0.39583333333333337
500m_25181_7935,8,15.804047606414711,4.085537209250861,1.36793781414085,12.496694671999435,0.2743055555555556
500m_25171_7921,8,21.8064413628585,7.076279932011814,1.0644967978275293,13.733240273796984,0.4270833333333333
500m_25184_7940,8,17.30462812505617,4.775466103948826,1.5976609932637027,12.587316719516993,0.30208333333333337
500m_25163_7917,8,50.0,50.0,50.0,0.0,1.0
500m_25204_7918,8,31.01684730960669,9.631231950419615,2.187410683618509,15.295631720776733,0.6354166666666666
500m_25183_7895,8,18.651219207091472,5.015525556984228,2.651856043781663,13.740273973140798,0.32986111111111105
500m_25174_7926,8,14.120737337515052,2.961651046126999,1.7807734386378675,13.631704553286546,0.2048611111111111
500m_25219_7934,8,17.904583489088353,4.061653053821031,1.8502445076231098,13.081033075374709,0.3333333333333333
500m_25185_7941,8,25.81101011231342,8.974673382568701,2.532457650303177,12.893125653460524,0.5416666666666666
500m_25177_7937,8,22.871913071840023,4.994781583712443,2.331227966481507,15.287657544490683,0.40625
500m_25178_7902,8,21.563612096458318,6.487276035656652,3.5021494236189996,14.19657249964521,0.4027777777777778
500m_25208_7924,8,30.522614089350288,10.121243558305974,1.2592952067630945,13.437123370126569,0.6944444444444444
500m_25178_7938,8,16.694286531175756,4.76958342702893,1.9771704695908427,12.719184860953872,0.2847222222222222
500m_25211_7935,8,18.89017040009123,5.00847039892039,2.7861216725524285,13.418712586348855,0.3506944444444445
500m_25190_7912,8,25.647426738743967,6.77945067428466,2.8421540627235107,14.574622437484676,0.5
500m_25182_7908,8,19.47548078363679,4.752210660304792,2.042053744718164,13.843571725875954,0.35763888888888884
500m_25193_7917,8,27.236757275638677,8.064145690475918,1.7705721195787305,14.34338115474107,0.5590277777777778
500m_25170_7933,8,23.86835852162308,5.817513365329559,1.6456758284475654,14.876381213237941,0.45138888888888884
500m_25215_7941,8,26.82007264872216,8.923211951914888,3.638665592241288,14.322760758944387,0.5243055555555556
500m_25165_7940,8,21.666430004759015,6.258696641932572,2.8310263171219345,14.4224990939407,0.42361111111111116
500m_25185_7918,8,45.19042994341673,30.41623965090149,9.066314225880287,5.848294713208025,0.9131944444444444
500m_25204_7931,8,33.55624070285877,12.603348043785893,4.671910667532549,13.260937861021851,0.7222222222222222
500m_25177_7914,8,18.595976092857434,3.5746668044518772,2.6228636478551195,15.205750773472634,0.3125
